Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;industry;Summary Quote
TIF;Tiffany & Co.;84.06;10763742115.44;n/a;1987;Consumer Services;Consumer Specialties;http://www.nasdaq.com/symbol/tif
TLYS;"Tilly&#39;s, Inc.";11.55;323550207.75;n/a;2012;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/tlys
THI;Tim Hortons Inc.;52.63;7425040926.3;n/a;2006;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/thi
TSU;TIM Participacoes S.A.;26.59;12856970406.11;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/tsu
TWC;Time Warner Cable Inc;133.71;37691497058.19;n/a;n/a;Consumer Services;Television Services;http://www.nasdaq.com/symbol/twc
TWX;Time Warner Inc.;63.14;57124175745.56;n/a;n/a;Consumer Services;Television Services;http://www.nasdaq.com/symbol/twx
TKR;Timken Company (The);54.76;5346584268.24;n/a;n/a;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/tkr
TWI;Titan International, Inc.;17.9;958552553.8;n/a;n/a;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/twi
TJX;TJX Companies, Inc. (The);58.15;41356212720.45;n/a;n/a;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/tjx
TMUS;T-Mobile US, Inc.;32.31;25663639140;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/tmus
TOL;Toll Brothers Inc.;36.44;6460192520;n/a;n/a;Capital Goods;Homebuilding;http://www.nasdaq.com/symbol/tol
TR;Tootsie Roll Industries, Inc.;31.07;1852870479.85;n/a;n/a;Consumer Non-Durables;Specialty Foods;http://www.nasdaq.com/symbol/tr
TMK;Torchmark Corporation;74.64;6748919765.04;n/a;n/a;Finance;Life Insurance;http://www.nasdaq.com/symbol/tmk
TMK^B;Torchmark Corporation;23.02;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tmk^b
TTC;Toro Company (The);62.15;3530636901.55;n/a;n/a;Capital Goods;Tools/Hardware;http://www.nasdaq.com/symbol/ttc
TD;Toronto Dominion Bank (The);87.13;80141963755.31;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/td
TYY;Tortoise Energy Capital Corporation;31.64;629307450.24;n/a;2005;n/a;n/a;http://www.nasdaq.com/symbol/tyy
TYY^C;Tortoise Energy Capital Corporation;10.189;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tyy^c
NDP;Tortoise Energy Independence Fund, Inc.;24.19;350856598;n/a;2012;n/a;n/a;http://www.nasdaq.com/symbol/ndp
TYG;Tortoise Energy Infrastructure Corporation;42.45;1201179930.15;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/tyg
TYG^B;Tortoise Energy Infrastructure Corporation;8.77;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tyg^b
NTG;Tortoise MLP Fund, Inc.;27.35;1273411432.55;n/a;2010;n/a;n/a;http://www.nasdaq.com/symbol/ntg
TYN;Tortoise North American Energy Corporation;28.82;181877284.82;n/a;2005;n/a;n/a;http://www.nasdaq.com/symbol/tyn
TTP;Tortoise Pipeline & Energy Fund, Inc.;27.89;279017138;n/a;2011;n/a;n/a;http://www.nasdaq.com/symbol/ttp
TPZ;Tortoise Power and Energy Infrastructure Fund, Inc;25.1;174478458.3;n/a;2009;n/a;n/a;http://www.nasdaq.com/symbol/tpz
TSS;Total System Services, Inc.;30.58;5803501695.64;n/a;n/a;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/tss
TOT;TotalFinaElf, S.A.;58.43;132518128719.83;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/tot
TOWR;Tower International, Inc.;22.62;463026468.84;n/a;2010;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/towr
TW;Towers Watson & Co;120.19;8525841829.54;n/a;n/a;Consumer Services;Professional Services;http://www.nasdaq.com/symbol/tw
TM;Toyota Motor Corp Ltd Ord;117.83;203138772241.18;n/a;n/a;Capital Goods;Auto Manufacturing;http://www.nasdaq.com/symbol/tm
TAC;TransAlta Corporation;12.83;3441531221.71;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/tac
TAI;Transamerica Income Shares, Inc.;21.14;133578818.94;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tai
TRP;TransCanada Corporation;43.34;30660506548.76;n/a;n/a;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/trp
TCI;Transcontinental Realty Investors, Inc.;10.53;88593828.57;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/tci
TDG;Transdigm Group Incorporated;170.23;8977082284.37;n/a;2006;Capital Goods;Military/Government/Technical;http://www.nasdaq.com/symbol/tdg
TLP;Transmontaigne Partners L.P.;43.45;700612392.7;n/a;2005;Energy;Natural Gas Distribution;http://www.nasdaq.com/symbol/tlp
RIG;Transocean Ltd.;44.97;16215756538.83;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/rig
TGS;Transportadora De Gas Sa Ord B;1.96;311442149.76;n/a;n/a;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/tgs
TA;TravelCenters of America LLC;8.44;317566444.64;n/a;n/a;Consumer Durables;Automotive Aftermarket;http://www.nasdaq.com/symbol/ta
TANN;TravelCenters of America LLC;26.46;0;n/a;n/a;Consumer Durables;Automotive Aftermarket;http://www.nasdaq.com/symbol/tann
TRR;TRC Companies, Inc.;6.72;199188151.68;n/a;n/a;Basic Industries;Environmental Services;http://www.nasdaq.com/symbol/trr
TG;Tredegar Corporation;25.11;810616864.41;n/a;n/a;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/tg
THS;Treehouse Foods, Inc.;67.05;2441588134.95;n/a;n/a;Consumer Non-Durables;Packaged Foods;http://www.nasdaq.com/symbol/ths
TRMR;Tremor Video, Inc.;4.43;219983952.11;n/a;2013;Technology;Advertising;http://www.nasdaq.com/symbol/trmr
TREX;Trex Company, Inc.;68.36;1140382477.04;n/a;n/a;Basic Industries;Forest Products;http://www.nasdaq.com/symbol/trex
TY;Tri Continental Corporation;19.34;1216965960.78;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ty
TY^;Tri Continental Corporation;43.89;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ty^
TPH;Tri Pointe Homes, Inc.;17.73;560230891.11;n/a;2013;Capital Goods;Homebuilding;http://www.nasdaq.com/symbol/tph
TCAP;Triangle Capital Corporation;27.16;751742247.76;n/a;2007;n/a;n/a;http://www.nasdaq.com/symbol/tcap
TCC;Triangle Capital Corporation;26.2699;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tcc
TCCA;Triangle Capital Corporation;24.35;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tcca
TSL;Trina Solar Limited;14.81;1169404353.36;n/a;2006;Technology;Semiconductors;http://www.nasdaq.com/symbol/tsl
TRN;Trinity Industries, Inc.;57.88;4519885490.76;n/a;n/a;Capital Goods;Railroads;http://www.nasdaq.com/symbol/trn
GTS;Triple-S Management Corporation;18.2;499918764.8;n/a;2007;Finance;Accident &Health Insurance;http://www.nasdaq.com/symbol/gts
TGI;Triumph Group, Inc.;77.42;4029874588.46;n/a;1996;Capital Goods;Aerospace;http://www.nasdaq.com/symbol/tgi
TROX;Tronox Limited;21.89;2484385761.44;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/trox
TBI;TrueBlue, Inc.;25.62;1051753649.1;n/a;n/a;Technology;Professional Services;http://www.nasdaq.com/symbol/tbi
TRLA;Trulia, Inc.;35.44;1321806743.2;n/a;2012;Technology;EDP Services;http://www.nasdaq.com/symbol/trla
TRW;TRW Automotive Holdings Corporation;74.29;8569612852.22;n/a;2004;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/trw
TNP;Tsakos Energy Navigation Ltd;7.64;434907313.24;n/a;2002;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/tnp
TNP^B;Tsakos Energy Navigation Ltd;22.1999;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tnp^b
TNP^C;Tsakos Energy Navigation Ltd;23.98;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tnp^c
TUMI;Tumi Holdings, Inc.;20.6;1398053340.2;n/a;2012;Consumer Non-Durables;Apparel;http://www.nasdaq.com/symbol/tumi
TUP;Tupperware Brands Corporation;83.77;4244082819.09;n/a;n/a;Consumer Non-Durables;Plastic Products;http://www.nasdaq.com/symbol/tup
TKC;Turkcell Iletisim Hizmetleri AS;12.06;10612800000;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/tkc
TKF;Turkish Investment Fund, Inc. (The);10.15;58394797.3;n/a;1989;n/a;n/a;http://www.nasdaq.com/symbol/tkf
TRQ;Turquoise Hill Resources Ltd.;3.63;7304406530.52;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/trq
TPC;Tutor Perini Corporation;23.47;1129268414.53;n/a;n/a;Basic Industries;General Bldg Contractors - Nonresidential Bldgs;http://www.nasdaq.com/symbol/tpc
TWTR;Twitter, Inc.;60.44;32921475559.04;n/a;2013;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/twtr
TWO;Two Harbors Investments Corp;9.81;3574528324.56;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/two
TYC;Tyco International, Ltd. (Switzerland);39.95;18383709482.65;n/a;n/a;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/tyc
TYL;Tyler Technologies, Inc.;106.07;3420227150;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/tyl
TSN;Tyson Foods, Inc.;34.66;11908593226.76;n/a;n/a;Consumer Non-Durables;Meat/Poultry/Fish;http://www.nasdaq.com/symbol/tsn
USB;U.S. Bancorp;40.54;74038402429.76;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/usb
USB^A;U.S. Bancorp;770.56;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/usb^a
USB^H;U.S. Bancorp;20.03;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/usb^h
USB^M;U.S. Bancorp;27.05;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/usb^m
USB^N;U.S. Bancorp;27.56;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/usb^n
USB^O;U.S. Bancorp;20.97;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/usb^o
USPH;U.S. Physical Therapy, Inc.;32.98;399282923.6;n/a;1992;Health Care;Medical/Nursing Services;http://www.nasdaq.com/symbol/usph
SLCA;U.S. Silica Holdings, Inc.;30.54;1630861959;n/a;2012;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels);http://www.nasdaq.com/symbol/slca
UBS;UBS AG;20.37;78261582145.53;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ubs
UBS^D;UBS AG;16.25;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ubs^d
UCP;UCP, Inc.;14.8;114701480;n/a;2013;Capital Goods;Homebuilding;http://www.nasdaq.com/symbol/ucp
UGI;UGI Corporation;41.8;4785221782;n/a;n/a;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/ugi
UIL;UIL Holdings Corporation;38.07;2149527641.49;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/uil
UPL;Ultra Petroleum Corp.;23.4;3579676612.2;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/upl
UGP;Ultrapar Participacoes S.A.;21.79;11862127272.84;n/a;n/a;Public Utilities;Oil/Gas Transmission;http://www.nasdaq.com/symbol/ugp
UMH;UMH Properties, Inc.;9.26;184607128.5;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/umh
UMH^A;UMH Properties, Inc.;25.6399;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/umh^a
UA;Under Armour, Inc.;85.78;9061236397.42;n/a;n/a;Consumer Non-Durables;Apparel;http://www.nasdaq.com/symbol/ua
UFI;Unifi, Inc.;22.3;426801640.1;n/a;n/a;Consumer Non-Durables;Textiles;http://www.nasdaq.com/symbol/ufi
UNF;Unifirst Corporation;107.89;2161651780.89;n/a;n/a;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/unf
UN;Unilever NV;38.95;117819234175.95;n/a;n/a;Basic Industries;Package Goods/Cosmetics;http://www.nasdaq.com/symbol/un
UL;Unilever PLC;40.25;121751583455.25;n/a;n/a;Basic Industries;Package Goods/Cosmetics;http://www.nasdaq.com/symbol/ul
UNP;Union Pacific Corporation;172.8;79586260646.4;n/a;n/a;Transportation;Railroads;http://www.nasdaq.com/symbol/unp
UIS;Unisys Corporation;30.92;1357766770;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/uis
UIS^A;Unisys Corporation;83.41;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/uis^a
UNT;Unit Corporation;50.97;2502952086.66;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/unt
UAL;United Continental Holdings, Inc.;46.03;16656949379.76;n/a;n/a;Transportation;Air Freight/Delivery Services;http://www.nasdaq.com/symbol/ual
UDR;United Dominion Realty Trust, Inc.;23.78;5962577343.7;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/udr
UMC;United Microelectronics Corporation;2.01;5006508000;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/umc
UPS;United Parcel Service, Inc.;95.81;88533741071.49;n/a;1999;Transportation;Trucking Freight/Courier Services;http://www.nasdaq.com/symbol/ups
URI;United Rentals, Inc.;81.56;7604194401.6;n/a;1997;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/uri
USM;United States Cellular Corporation;44.45;3738170057.3;n/a;1988;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/usm
UZA;United States Cellular Corporation;24.65;0;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/uza
X;United States Steel Corporation;25.34;3665858435.12;n/a;n/a;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/x
UTX;United Technologies Corporation;113.86;104475882534.9;n/a;n/a;Capital Goods;Aerospace;http://www.nasdaq.com/symbol/utx
UTX^A;United Technologies Corporation;64.26;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/utx^a
UNH;UnitedHealth Group Incorporated;71.71;72194629876.61;n/a;n/a;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/unh
UTL;UNITIL Corporation;29.34;405832728.42;n/a;n/a;Public Utilities;Power Generation;http://www.nasdaq.com/symbol/utl
UAM;Universal American Corp.;7.09;629883661.33;n/a;n/a;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/uam
UVV;Universal Corporation;52.02;1207693510.92;n/a;n/a;Consumer Services;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/uvv
UHT;Universal Health Realty Income Trust;41.9;532197584.7;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/uht
UHS;Universal Health Services, Inc.;80.66;7926422064.32;n/a;n/a;Health Care;Hospital/Nursing Management;http://www.nasdaq.com/symbol/uhs
UVE;UNIVERSAL INSURANCE HOLDINGS INC;11.34;404226252.36;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/uve
UTI;Universal Technical Institute Inc;13.03;339306946.23;n/a;2003;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/uti
UNS;UNS Energy Corporation;59.73;2481039772.86;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/uns
UNM;Unum Group;32.31;8438151618.99;n/a;n/a;Finance;Accident &Health Insurance;http://www.nasdaq.com/symbol/unm
URS;URS Corporation;51.24;3837074145.24;n/a;n/a;Consumer Services;Military/Government/Technical;http://www.nasdaq.com/symbol/urs
UBA;Urstadt Biddle Properties Inc.;18.41;433168982.05;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/uba
UBP;Urstadt Biddle Properties Inc.;15.89;521141406.24;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/ubp
UBP^D;Urstadt Biddle Properties Inc.;25.14;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ubp^d
UBP^F;Urstadt Biddle Properties Inc.;23.37;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ubp^f
USAC;USA Compression Partners, LP;27.42;1018029496.62;n/a;2013;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/usac
USNA;USANA Health Sciences, Inc.;59.62;827070401.3;n/a;n/a;Consumer Durables;Specialty Chemicals;http://www.nasdaq.com/symbol/usna
USU;USEC Inc.;4.59;22712398.65;n/a;n/a;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels);http://www.nasdaq.com/symbol/usu
USG;USG Corporation;31.1;3380381876.1;n/a;n/a;Capital Goods;Building Materials;http://www.nasdaq.com/symbol/usg
BIF;USLIFE Income Fund, Inc.;7.71;196570960.35;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bif
VFC;V.F. Corporation;58.68;25837097400;n/a;n/a;Consumer Non-Durables;Apparel;http://www.nasdaq.com/symbol/vfc
EGY;Vaalco Energy Inc;6.22;353918877.02;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/egy
MTN;Vail Resorts, Inc.;69.65;2516129443.45;n/a;1997;Consumer Services;Services-Misc. Amusement & Recreation;http://www.nasdaq.com/symbol/mtn
VCI;Valassis Communications, Inc.;34.07;1311358183.98;n/a;1992;Consumer Services;Advertising;http://www.nasdaq.com/symbol/vci
VALE;VALE S.A.;13.2;93998478446.4;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/vale
VALE/P;VALE S.A.;11.94;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/vale/p
VRX;Valeant Pharmaceuticals International, Inc.;132.8;44241535152;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/vrx
VLO;Valero Energy Corporation;50.2;27086025401.8;n/a;n/a;Energy;Integrated oil Companies;http://www.nasdaq.com/symbol/vlo
VLP;Valero Energy Partners LP;35.47;2042361819.66;n/a;2013;Energy;Natural Gas Distribution;http://www.nasdaq.com/symbol/vlp
VHI;Valhi, Inc.;14.33;4859596034.17;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/vhi
VR;Validus Holdings, Ltd.;37.07;3684933823.01;n/a;2007;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/vr
VLY;Valley National Bancorp;9.95;1986285117.75;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/vly
VLY/WS;Valley National Bancorp;0.53;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/vly/ws
VMI;Valmont Industries, Inc.;148.82;3986439702.98;n/a;n/a;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/vmi
VAL;Valspar Corporation (The);70.7;6037950316.3;n/a;n/a;Basic Industries;Paints/Coatings;http://www.nasdaq.com/symbol/val
VNTV;Vantiv, Inc.;31.47;6107621033.49;n/a;2012;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/vntv
VAR;Varian Medical Systems, Inc.;81.73;8606434213.85;n/a;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/var
VGR;Vector Group Ltd.;18.21;1775165393.58;n/a;n/a;Consumer Non-Durables;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/vgr
VVC;Vectren Corporation;36.13;2975709144.36;n/a;n/a;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/vvc
VEEV;Veeva Systems Inc.;31.02;3865303277.22;n/a;2013;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/veev
VTRB;Ventas Realty, Limited Partnership // Ventas Capital Corporati;21.76;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/vtrb
VTR;Ventas, Inc.;61.82;18180080372.52;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/vtr
VE;Veolia Environnement;16.1;8836898898.8;n/a;n/a;Public Utilities;Environmental Services;http://www.nasdaq.com/symbol/ve
PAY;Verifone Systems, Inc.;29.38;3244103403.84;n/a;2005;Miscellaneous;Office Equipment/Supplies/Services;http://www.nasdaq.com/symbol/pay
VZ;Verizon Communications Inc.;47.36;135532516088.32;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/vz
VET;Vermilion Energy Inc.;55.43;5660665418.25;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/vet
VRS;Verso Paper Corp.;2.76;146756055.84;n/a;2008;Basic Industries;Paper;http://www.nasdaq.com/symbol/vrs
VVI;Viad Corp;27.36;556210769.76;n/a;n/a;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/vvi
VCO;Vina Concha Y Toro;36.26;1354321841.74;n/a;1994;Consumer Non-Durables;Beverages (Production/Distribution);http://www.nasdaq.com/symbol/vco
VNCE;Vince Holding Corp.;24.3;892386566.1;n/a;2013;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/vnce
VMEM;Violin Memory, Inc.;3.35;276291856.35;n/a;2013;Technology;Electronic Components;http://www.nasdaq.com/symbol/vmem
VIPS;Vipshop Holdings Limited;104.73;5828919488.28;n/a;2012;Consumer Services;Catalog/Specialty Distribution;http://www.nasdaq.com/symbol/vips
VEL^E;Virginia Electric & Power Company;107.2001;0;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/vel^e
VGI;Virtus Global Multi-Sector Income Fund;16.78;188862860.08;n/a;2012;n/a;n/a;http://www.nasdaq.com/symbol/vgi
DCA;Virtus Total Return Fund;3.92;107667147.28;n/a;2005;n/a;n/a;http://www.nasdaq.com/symbol/dca
V;Visa Inc.;220.96;171919907138.72;n/a;n/a;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/v
VSH;Vishay Intertechnology, Inc.;13.83;2036780016.51;n/a;n/a;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/vsh
VPG;Vishay Precision Group, Inc.;15.06;206837323.08;n/a;n/a;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/vpg
VC;Visteon Corporation;80.4;3911638407.6;n/a;n/a;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/vc
VSI;Vitamin Shoppe, Inc;45.35;1379117263.4;n/a;2009;Consumer Non-Durables;Food Chains;http://www.nasdaq.com/symbol/vsi
VMW;Vmware, Inc.;94.94;40858948894.46;n/a;2007;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/vmw
VOC;VOC Energy Trust;15.05;255850000;n/a;2011;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/voc
VCRA;Vocera Communications, Inc.;17.62;438603207;n/a;2012;Consumer Durables;Telecommunications Equipment;http://www.nasdaq.com/symbol/vcra
VG;Vonage Holdings Corp.;4.57;942341412.54;n/a;2006;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/vg
VNOD;Vornado Realty L.P.;26.11;0;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/vnod
VNO;Vornado Realty Trust;91.35;17086844848.5;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/vno
VNO^G;Vornado Realty Trust;24.46;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/vno^g
